post_id,autor_id,texto,contagem_reposts,contagem_likes,timestamp
at://did:plc:pd4bdrxpcnfzi2o2oqphlstb/app.bsky.feed.post/3m3fu7dcu3c2k,taylissforge.bsky.social,"Costume commission for Halloween based on Hollow Knight Silk Song ♥️
Not shown, but the right side has a hidden swishy sleeve 🤺",1,11,2025-10-17T18:02:47.977Z
at://did:plc:j3hlgxdmlap6qlhbq66uaoyr/app.bsky.feed.post/3m3fs3tlim22c,woxie101.bsky.social,Hollow Knight in silk song are perfect games for me because I like going places that are very obviously way too hard for someone at my level yet I still brute force my way through,0,4,2025-10-17T17:25:03.336Z
at://did:plc:ti4mmuq67dko7vyf4bl26azr/app.bsky.feed.post/3m3fpqru2lc2t,camillemonae.bsky.social,"Today the song that made me clown the most while cleaning was Silk Sonic “Smoking Out The Window” 

My swiffer duster was the microphone and I was cuttin up 😂",0,0,2025-10-17T16:43:04.938Z
at://did:plc:l4oiol6irja327jutfg6xx3v/app.bsky.feed.post/3m3fp6l7im22i,ghbschaff.bsky.social,"Terminei Silk Song galera. Boss final me custou 7 mortes, que inferno de bullet hell, mas deu ❤️

10/10 amo Metroidvanias",0,5,2025-10-17T16:32:53.992Z
at://did:plc:amj4ofqfh4rheeic5qrtgo6c/app.bsky.feed.post/3m3fo44dxis2p,joemuggs.bsky.social,"Anyone got any recommendations for 13yo who likes ""fast, really challenging but gratifying gameplay"", i.e. in the vein of Celeste which she's completed multiple times. She also loves Hollow Knight / Silk Song, Hades, Getting Over It, Rhythm Doctor, Quaver.",1,1,2025-10-17T16:13:37.547Z
at://did:plc:ns2q3kh6hi57f7w5xhb3j6w6/app.bsky.feed.post/3m3fjkohtac22,generalstoreman.bsky.social,brought to you by the JERKS who said Silk Song was released. NOT FUNNY,0,6,2025-10-17T14:52:17.614Z
at://did:plc:7kslh5ku7drrllnym76l6ceg/app.bsky.feed.post/3m3fiwgmb3c2j,sweensgaming.bsky.social,"Thank you Everyone for Joining tonight for some Lovely Pokemon legends ZA. The start is a little slow but over all ive had a lot of fun with it. The battles are fun and new and the game looks great on the switch 2
See you all tomorrow for some Silk Song.",0,2,2025-10-17T14:40:58.282Z
at://did:plc:haldxmideuzne6kw3rgdxo7d/app.bsky.feed.post/3m3fhmrpldk2b,duckside0fthemoon.bsky.social,The “Silk song” is verrrrrry difficult! …and very fun,0,0,2025-10-17T14:17:40.635Z
at://did:plc:h3fyamkrce7s7quee3ue7a5z/app.bsky.feed.post/3m3ffzrory22b,kaiolsen.bsky.social,"It becomes a hollow knight/ silk song flea.

Still not noticeable because smol",0,0,2025-10-17T13:49:09.336Z
at://did:plc:rcjvqhkxo2n4rall2slme7lu/app.bsky.feed.post/3m3fdvamfxs2q,blondgirlgames.bsky.social,"As soon as I beat digimon, tactics, silk song, and lunar 🤭",0,0,2025-10-17T13:10:49.731Z
at://did:plc:ntaxyz7mudlhle7illtmk7sx/app.bsky.feed.post/3m3fbjxcdcc2s,mitasarenai19.bsky.social,"☔️Stream Alert☔️

Still with Silk Song today! I'll be up in 20 mins!

If you have time, please come by!

twitch.tv/mitasa_kukyo

#MitaKyo #MitaKyo_Live #Furry #VTuber #VTuberTH #FurryVTuber #TH #EN 😸🐯☔️✨",0,3,2025-10-17T12:28:43.353Z
at://did:plc:abc5kzm4nyevdotbxm2fg7bx/app.bsky.feed.post/3m3fbbbpvyk2h,romaliu.bsky.social,"Hot take, the hardest boss in silk song is the flea juggle",0,0,2025-10-17T12:23:52.322Z
at://did:plc:vax2bm34qfr6g77vir3ababq/app.bsky.feed.post/3m3fb3x4dws2s,gamesweetg.bsky.social,"I did the dailies in Sky Children Of The Light. Then I switched to Numbra but had tech issues with the game audio not playing. So I changed to Viscera Cleanup Detail to continue on with the Halloween map.

Then we raided @tolgattv.bsky.social playing Hollow Knight Silk Song www.twitch.tv/tolga",0,0,2025-10-17T12:20:53.424Z
at://did:plc:ydt6aq2blvt7s3jndr3ulbdv/app.bsky.feed.post/3m3eq4mears2s,apeslion.bsky.social,"Got the same with silent hill f and silk song. 

Fuck sakes",0,3,2025-10-17T07:17:02.091Z
at://did:plc:kk2lszshcycfpjpfzl73w5cm/app.bsky.feed.post/3m3eossvwv22y,ericthomaschu.bsky.social,"Back in 2016, the Pop Comics store in Downtown Anaheim, in partnership with @kevinandjody.bsky.social, was selling what seemed like dozens and dozens of pieces from their personal collection of items they had designed. 

I never wanted more things in my life!",0,9,2025-10-17T06:53:39.667Z
at://did:plc:lgle6l65x3ght5belifszlf5/app.bsky.feed.post/3m3eh2n3cec2o,invalidrobot.bsky.social,"I kind of gave up on Silk Song (made it to the final boss), because I wasn’t having fun anymore. Playing Hades 2 is a continuous loop of endless joy.",0,1,2025-10-17T04:34:52.062Z
at://did:plc:ue5bqyz6ginshxvc2dm2a5zs/app.bsky.feed.post/3m3ega5bh3k2j,thebertoni.bsky.social,,27,180,2025-10-17T04:20:03.015Z
at://did:plc:xidigebysf4fi4cx3lculbzz/app.bsky.feed.post/3m3efosp4bk2u,anadilua.bsky.social,"It had just launched.

The game in question? Silk song or something like that. And it's honestly a very aesthetically pleasing game, but a very brutal one to play. Kuroo had tried it only once, and only because Kenma wanted to see him suffering and Kuroo was a weak man. +",0,8,2025-10-17T04:10:21.554Z
at://did:plc:s7kkm4w2tn7kzkrqzaluczdh/app.bsky.feed.post/3m3efgqu42c24,nessiopeia.space,I’m not crying you’re crying 😭,1,19,2025-10-17T04:05:51.181Z
at://did:plc:yumxsbawx5bwfplzad2uw4bd/app.bsky.feed.post/3m3efd7nh232v,bot-n7ifans.bsky.social,"FROM: Klara Charmwood 【NIJISANJI EN】

MESSAGE: We might play more silk song too! BIG OATS AND BIG PLATO LOVEEEE See you all aga...

URL: https://www.youtube.com/watch?v=aCMnEohquBk&t=7290",0,0,2025-10-17T04:03:52.382Z
at://did:plc:ikvdfi7ggok7yawu5ne6qbda/app.bsky.feed.post/3m3edr3ydrs22,thebearjew79.bsky.social,Yes to the stoning but it will be my first silk song. Be gentle,0,1,2025-10-17T03:35:50.923Z
at://did:plc:ptqmfl3f3f22o57b2pz44n7a/app.bsky.feed.post/3m3eboiwfq22j,ricochetray.bsky.social,"Thank you for coming in for corn and demon kids! We raided out to @melonypepon.bsky.social who's playing Silk Song. Go say hi!
www.twitch.tv/melonypepon",0,0,2025-10-17T02:58:36.344Z
at://did:plc:crkho2yypnyyvgbcuqigcqje/app.bsky.feed.post/3m3e6at3bqk2j,trey-the-overlord.bsky.social,"I *REALLY* don't understand how people actively engage with Twitter as a platform unironically. I go on there to look at some real beautiful Silk Song and Deltarune art, only to be sent to the discover tag and just see posts that are anti-lgbtq, uneducated, or just angry. Its exhausting.",4,21,2025-10-17T01:57:16.003Z
at://did:plc:evqbh4lsxtcktzom3wvfrgw5/app.bsky.feed.post/3m3du45zfb22h,micromera.com,"Starting Silk Song @4:30 PM PST!

Critter gonna beat up some bugs :)

twitch.tv/micromera

[ #twitch #twitchstream #vtuber #furry #silksong ]",1,15,2025-10-16T22:55:42.283Z
at://did:plc:ateoffqdex6tnru45p3gibg2/app.bsky.feed.post/3m3du35cvxc2t,jeb1337.bsky.social,"The Fool Arena in HK is driving me insane. I could just skip it. But I know if I can't even bother with this, if I can't beat this, then I'm not ready for Silk Song 😭 I wanted to play it tonight, but it definitely ain't happening 💀 

Nearly burst a gasket just now LMAOOOOO now I'm testing DOS2 again",0,1,2025-10-16T22:55:07.990Z
at://did:plc:32sdelwbzhptgwm42drc4lpo/app.bsky.feed.post/3m3ds66guos2j,l0s-st0lenm1lk.bsky.social,Lowkey gonna make art of me and my (many) friends as Hollow Knight NPCs! I’ve never actually finished the first area of HK and have yet to play silk song though #Hollowknight #art,0,0,2025-10-16T22:21:02.351Z
at://did:plc:ak3s4spp3lt3wsaboeez54sk/app.bsky.feed.post/3m3dps2zemk2e,jaycubster.bsky.social,Is this about silk song?,0,0,2025-10-16T21:38:28.627Z
at://did:plc:iirf53tzyhxdwrlw74h7ubs6/app.bsky.feed.post/3m3doiyrva227,nebulazart.bsky.social,"Of Silk and Song.
#HollowKnightSilksong #Silksong #Fanart",0,3,2025-10-16T21:15:30.518Z
at://did:plc:ddtpj4igfcobiev7xb7hxhsp/app.bsky.feed.post/3m3dm7vbcac2q,willowswitchart.bsky.social,"Some Little Silk Song Doodles!
#Art #Silksong #Hornet #Sherma #Fanart #Silksongfanart #Hollowknight
#Bellbeast",2,11,2025-10-16T20:34:37.365Z
at://did:plc:tfyjeahimgx7wnh2p7xujmui/app.bsky.feed.post/3m3dlse5wac25,waterwai.bsky.social,"I am SILK
Play my SONG",0,1,2025-10-16T20:27:03.245Z
at://did:plc:dej3otlvpijyhfphmlz4gnqk/app.bsky.feed.post/3m3dlinbqgs2g,mo333.myatproto.social,nowadays i play almost everything on easy mode but the needle stays sharp,0,3,2025-10-16T20:21:37.263Z
at://did:plc:2w54f4c4pgmycr2zwszoqxax/app.bsky.feed.post/3m3dlg5iu2k2g,astar115.bsky.social,"BOSS BLITZ BONANZA!
Silk Song (again)
www.twitch.tv/a_star_115",0,0,2025-10-16T20:20:13.610Z
at://did:plc:f45fpjdtpeg6ddunlfzgavy2/app.bsky.feed.post/3m3dkla6tok2h,twroxas.bsky.social,My copy of ZA arrived and I guess my starter is gonna be Chikorita. Will probably start streaming that along side Silk Song starting this Sunday.,0,1,2025-10-16T20:05:10.456Z
at://did:plc:d6agld6q66gj34mc2mb4milo/app.bsky.feed.post/3m3dixle2sc27,robigeek.bsky.social,"I'm deciding to take my Silksong playthrough a lot more seriously and so, I'm now gonna be streaming it!

TIME TO SILK MY SONG AND LOCK IN. (i only have 5 hrs into the game)

www.twitch.tv/RobiGeekk",0,1,2025-10-16T19:36:17.334Z
at://did:plc:3aem2uy7ttcsqgu25lci4ymw/app.bsky.feed.post/3m3dgv347kk2t,vic2018.bsky.social,Slk sng = Silk song,0,8,2025-10-16T18:59:05.706Z
at://did:plc:kevm5pypicd3d3tspvhyz6vi/app.bsky.feed.post/3m3ddpi6jec2r,zabrielfortuna.bsky.social,"Maybe we beat the game today? Maybe I accomplish nothing! Anyways, here's more silk song! www.twitch.tv/zabrielfortuna",0,1,2025-10-16T18:02:16.860Z
at://did:plc:qcnl6peqfz5ufq7rraj7x724/app.bsky.feed.post/3m3d3twdids2x,ericjt13.bsky.social,PS5 - battlefield 6 and Ghost of Yotei. And then on steam deck silk song (but I’m so bad idk if I can finish it),0,1,2025-10-16T15:41:35.987Z
at://did:plc:gyt665qxeixbgx2w3es2vth6/app.bsky.feed.post/3m3cik325mc23,paulroquecave.bsky.social,"Hello ! Je me rappelle pas non plus avoir vu le drapeau, mais à Toulouse on voit régulièrement des messages faisant référence à la pop culture (j'ai même vu une pancarte Silk Song le 10) et Luffy revient de temps en temps ;)",0,1,2025-10-16T09:56:04.260Z
at://did:plc:2dgfrdwyhembxnetteor6352/app.bsky.feed.post/3m3chut6b522i,rinj0ker.bsky.social,"😈ITS WEDNESDAY ADDAMS MY FRIENDS AHHH OF TEAM PHANTOM SEES HIDEOUT FRIENDS SCREAMING LIVE finale THAT ARE KOOKY & A BIT SPOOKY 😈
😈MysticsRiver - hollow knight silk song 
Hope y'all had a wonderful Wednesday",0,1,2025-10-16T09:44:11.370Z
at://did:plc:r6rqgx7jkhld4pf52ltc7qk2/app.bsky.feed.post/3m3c7mp5abk2m,cjwarlock.bsky.social,"Gods, I took the time to unlock Act 3 in Silk song, and I just.....meh. It commits the cardinal sin in my eyes of games with enemies that just take too long to fight. I like a lot of the moveset changes, but the HP of enemies has me so bored I've put it down and probably not picking it back up.",0,0,2025-10-16T07:16:28.791Z
at://did:plc:cgyiayqcgzfdanbwndbfy4de/app.bsky.feed.post/3m3c66kkfvs2e,zackdavisson.com,There is a song about silk...,0,0,2025-10-16T06:50:40.475Z
at://did:plc:aqstroxxumsnp3y54xmw3vgo/app.bsky.feed.post/3m3c64x52k22i,sourcascade.bsky.social,I just beat Silk Song 😌🕸️,0,0,2025-10-16T06:49:46.561Z
at://did:plc:2wtijdcczfriw36sqavu2xrf/app.bsky.feed.post/3m3c4r2wbhc2v,glassfish.bsky.social,This little scribble was in the corner of my canvas of scrapped doodles. #art #silksong #hollowknight,16,110,2025-10-16T06:25:14.136Z
at://did:plc:nagqxtpa2qabnnt277k4jnh6/app.bsky.feed.post/3m3bpyhjw5c2l,sniperofmyheart.bsky.social, Now the protag of silk song has the honour of ending me. I think it is her at least? It is fun getting to spots and being like so that is how she got there. I need to save up monies for buying more health lol,0,0,2025-10-16T02:36:43.602Z
at://did:plc:npg6k3oide4lz3qq3gh7ls4u/app.bsky.feed.post/3m3bnfyml622d,bunredtree.bsky.social,I Haven't played anything else since it dropped haha. The addition is too strong (even stopped playing silk song for it haha),0,0,2025-10-16T01:50:36.497Z
at://did:plc:il5ivdizg4wvkbjfotxr4onx/app.bsky.feed.post/3m3bdyozh322n,milesluna.bsky.social,"Told myself I’d give the final boss one last try before bed and BY GOD I WAS VICTORIOUS!

Rolled credits on Silk Song. Completely worth the wait.",0,57,2025-10-15T23:02:06.549Z
at://did:plc:edwa2hszxa4xyfb2oxvkeyj4/app.bsky.feed.post/3m3bcwmx7ms2t,marceloguaxinim.bsky.social,"A redação da minha filha pra escola, sexto ano, é sobre Silk Song.

EU >>>> o pai de vocês.",0,36,2025-10-15T22:43:03.527Z
at://did:plc:byr6kfqhztcb4an4suhtmsn7/app.bsky.feed.post/3m3bbr66pik27,corpseyuri.bsky.social,"Silk song is proof once again that a prince will never be fit for rule, no matter how good the upbringing",0,2,2025-10-15T22:22:06.531Z
at://did:plc:rcjvqhkxo2n4rall2slme7lu/app.bsky.feed.post/3m3bbmrjdkc23,blondgirlgames.bsky.social,Sometime if I’m in a silly goofy mood I’ll play a lil Astrobot a little silk song sprinkle sprinkle,0,1,2025-10-15T22:19:39.029Z
at://did:plc:6blizps4wuqderkcisrzkmz7/app.bsky.feed.post/3m3aw57brbk2y,narkiplays.bsky.social,"Hey my fellow bug lovers! I'm live with silk song right now! join me while I crash out trying to get rid of the parasite.
youtube.com/live/Dz3um1E...
twitch.tv/narkiplays
#smallstreamer #silksong",0,1,2025-10-15T18:54:05.430Z
at://did:plc:dlsrrrnudstjzbbscoszvrj5/app.bsky.feed.post/3m3avmg7o7224,megamonkeymike.bsky.social,Wednesday time with Silk song day 3 twitch.tv/mega_monkey_...,0,0,2025-10-15T18:44:42.276Z
at://did:plc:n6lxjhsygequegliw7cnnuzs/app.bsky.feed.post/3m3autwswy226,swiftstr33t.bsky.social,"Playing Silk Song and Hades 2 past couple weeks have been great, and amazing times (beat both to varying degrees)
Time to lower my standards for Pokemon ZA tomorrow",0,0,2025-10-15T18:31:00.825Z
at://did:plc:r6iamlybhlvtidegn6etezaj/app.bsky.feed.post/3m3au4opyrs2z,snowmutt.bsky.social,Holy shit Silk Song is so fucking hard,0,7,2025-10-15T18:18:00.588Z
at://did:plc:xp5uvkgkchb2zx6bwc2gvz7n/app.bsky.feed.post/3m3at3gcb722p,astroc00kie.bsky.social,"I'M LIVE!!!!! #REJ0ICE

silk the song. or something

join
🟣 twitch.tv/astroC00KIE
🔴 www.youtube.com/@astroc00kie",0,1,2025-10-15T17:59:24.453Z
at://did:plc:kkgw2lut4zipxbzk3nz3u2pv/app.bsky.feed.post/3m3as32bco22w,plino.bsky.social,"this song is so absurdly beautiful. lovely. A warm kiss in a dream, a muddy memory in violet hues of strolling languidly through an ethereal garden of fragrant flowers of gossamer and silk, hands clasped. no urgency in this world where time stands perfectly still, all things frozen in their beauty",0,1,2025-10-15T17:41:18.079Z
at://did:plc:kevm5pypicd3d3tspvhyz6vi/app.bsky.feed.post/3m3ard2abt22m,zabrielfortuna.bsky.social,Trying to make some progress in the final act of silk song! www.twitch.tv/zabrielfortuna,0,1,2025-10-15T17:27:52.756Z
at://did:plc:rxj5mkvn33ejxgd43t2q3nrt/app.bsky.feed.post/3m3andkkly223,mrtomoo.bsky.social,"THIS IS SO GOOG

(the little spider thang reminded me of this one art I saw of some basically doin the same thing, silk song spider)",0,2,2025-10-15T16:16:34.903Z
at://did:plc:m7afhlulxif5gcbfzl3fqttu/app.bsky.feed.post/3m3alnrg2r22c,tantacles.bsky.social,"I love the economy in silk song. Encourages you to use your tools and your money at every juncture, and the easy rosary stringing allows me to feel safe exploring.

Provided I remember to string them…",0,4,2025-10-15T15:46:30.156Z
at://did:plc:fzvsblfsbixh4w6bh4bzrlfb/app.bsky.feed.post/3m3aiahnpq22p,inkbugs.bsky.social,Silk(song),0,1,2025-10-15T14:45:22.488Z
at://did:plc:ka6qwd6h6abk4nncln3egkrp/app.bsky.feed.post/3m3adpnqgt22u,logomancer.bsky.social,"I'm playing silk song and having a great time. I scratch a few lines into my book, just to stay in motion. I obligate myself to others to keep writing scripts. I'm cooking more when Mrs. Logos goes into the office. I'm doing ok. I'm just not enjoying posting very much.",0,2,2025-10-15T13:24:23.476Z
at://did:plc:2yfbqhztehbrf3vwbytr2qew/app.bsky.feed.post/3m37v2rqpvs2l,magusashleah.bsky.social,HOLY FUCK SILK SONG IS HUGE!!!!,0,7,2025-10-15T09:02:10.651Z
at://did:plc:vkxkdcd46xzzbcyyiqpkqubj/app.bsky.feed.post/3m37dtel4q22h,ohgodaperson.bsky.social,"we had a great stream tonight and beat the final boss of act 2 and got an ending in silk song!!! Way to easy and we need to work on exploring and questing next time!! We raided out to @bubbasloosky, don't forget to check them out and show some support!!!",0,0,2025-10-15T03:53:48.345Z
at://did:plc:72spjsnx3s5lsynoyumo7d4g/app.bsky.feed.post/3m36tpowoyk2q,astrawitch.com,"Hey there #portfolioday! I'm Astra and I make big vibrant pixel art and arcade sticks✨

🛒Shop: www.astrawitchart.com
☕Ko-Fi: ko-fi.com/astra_witch
🎨Portfolio: www.astrawitch.com",58,218,2025-10-14T23:05:25.122Z
at://did:plc:w27tnwleu6appd6vio3hru7l/app.bsky.feed.post/3m36ro2fpn22w,hipperreed.bsky.social,"I've been kinda iffy about getting Silk Song. 

Tried getting into Hollow Knight a few times and the difficulty and repetition started overshadowing the art, lore, exploration, etc. 

Felt like I wasn't progressing or like I had to fail multiple times in a frustrating way. 

Prolly just not for me.",0,2,2025-10-14T22:28:42.557Z
at://did:plc:ztjut3nksvmz44j2hsj45dn5/app.bsky.feed.post/3m36npuz5ls2a,amarisskye.bsky.social,"It's been 5 years since I became a Twitch Affiliate & we are hanging out tonight doing some low key celebrating while playing Silk Song.

I'm also very near another milestone: 5K followers. It'd be so rad if I could hit that in the next 30 days - we are only 138 away!

twitch.tv/AmarisSkye",6,17,2025-10-14T21:18:09.034Z
at://did:plc:2io7pesox5hadztpchxejzad/app.bsky.feed.post/3m36mfpq3lc2d,alternafag.bsky.social,ai silksong acabou comigo só penso em silk song agr e eu ja fiz 100% do jogo..... eles tem q lançar o da lace logo,0,0,2025-10-14T20:54:34.218Z
at://did:plc:x4n7v5xl3bygae5omkyxkztc/app.bsky.feed.post/3m36m3lu44k2q,frosntseatgamer.bsky.social,"Episode 200 - Sonic! Gotta Walk! 
Paul falls off Silk Song while Nick falls more in love with it. Blake falls into a medieval simulation and gets annoyed at his teleporting horse. We also have a lot of great listener questions this week.",0,0,2025-10-14T20:48:54.610Z
at://did:plc:gquj4zmvtfcazbt6ef7dbsye/app.bsky.feed.post/3m36lrjrmis2z,segajennesiss.bsky.social,I'm really enjoying silk song but I don't think you should have to develop carpal tunnel syndrome to get through a game,0,0,2025-10-14T20:43:16.887Z
at://did:plc:cghjcsg5wf2ydoi2sq4ckp5f/app.bsky.feed.post/3m36jlsnyds2p,valentinfolliet.bsky.social,"Oh cute !! J’en ai entendu parler 
(Joue à Cocoon, Hades 2, Silk Song aussi)",0,1,2025-10-14T20:04:17.395Z
at://did:plc:uk3w7osmgtnxbopn3n2hhjig/app.bsky.feed.post/3m36irpy6pp2c,bbc6musicbot.bsky.social,"
🇺🇦 #NowPlaying on #BBC6Music's #NewMusicFix

Lando Manning:
  🎵 Blue Silk Ribbons

#6music #LandoManning 

▶️ 🪄 Automagic 🔊 show 📻 playlist on Spotify

▶️ Song/Cover on #Bandcamp:",0,0,2025-10-14T19:49:41.737Z
at://did:plc:kzizqtxzqg3emkkl23ys6mks/app.bsky.feed.post/3m36ft6jyrc2i,krisha.bsky.social,she silk her song on my knight till i'm hollow,0,0,2025-10-14T18:56:49.762Z
at://did:plc:dlsrrrnudstjzbbscoszvrj5/app.bsky.feed.post/3m36dpo3d722i,megamonkeymike.bsky.social,spooky tv commercials then Silk song day 2 twitch.tv/mega_monkey_...,0,0,2025-10-14T18:19:04.356Z
at://did:plc:v44rzn64byzwrr6mj3ld77sv/app.bsky.feed.post/3m36cjqmq3s2l,lextemporis.bsky.social,SICK STREAM: SILK SONG twitch.tv/lextemporis,0,2,2025-10-14T17:57:51.955Z
at://did:plc:tjaujrdesw45c47qcxto2w7h/app.bsky.feed.post/3m36chfl4js22,gizmoartifice.bsky.social,">>> ...
>>> Now we return to a song of silk~ It's been a couple weeks I'm probably going to play very poorly. Guess we should go poke around a bunch of the side quests to get used to how to move around again?

www.twitch.tv/gizmoartifice

#vtuber #twitch #silksong",1,1,2025-10-14T17:56:33.260Z
at://did:plc:6b62ppkvsoeixbyeganfldvz/app.bsky.feed.post/3m364cck2tp2f,squarks.bsky.social,"Rough sketch of Hornet from Silk Song. As you can probably tell, I didn't finish this one - it just didn't turn out the way I wanted it too. Ah well, I'll move on to something else 😑 
#hornet #hollowknight #silksong #videogames #sexy #nsfw #fanart #sketch #wip",1,13,2025-10-14T16:06:19.667Z
at://did:plc:nyoebhtk7jiegei5wxvy5qj2/app.bsky.feed.post/3m363s4erm226,timfads.bsky.social,Golden Joystick video game awards didn't nominate Silk Song nor Expedition 33 for console game of the year. They only listed triple A games. Literally saying our GOTY award is for sale without saying their GOTY award is for sale,0,0,2025-10-14T15:57:16.521Z
at://did:plc:d2h75x6h2fdps6hef64v7xna/app.bsky.feed.post/3m362zdhxw226,errorrabbit.bsky.social,"Hey-ho! I've been sick and had to skip a couple streams but NOW I AM BACK!
and YEARNING for the Bugs!
Watch me flail about and jump into cogwheels in SILK SONG

(RARE CHUSDAY STREAM)
www.twitch.tv/error_rabbit",0,0,2025-10-14T15:43:25.105Z
at://did:plc:hrdajc5tkzovqmpu55baqjlq/app.bsky.feed.post/3m35yx2iwuk2w,starhound.bsky.social,"Commission for 
@vasirrkhajiit.bsky.social of their OC Cynthia dressed as Skarrsinger Karmelita from Silk Song

A Silk Skunk if you will.

Tinkered with blurring the one hand weapons pinning to try and give it the look from the game.",2,7,2025-10-14T15:06:21.077Z
at://did:plc:uykxxg2nylesoiapqnm7wae2/app.bsky.feed.post/3m35yf5jbns25,esbt.bsky.social,"[ #Live ]

Going live with some sort song made out of silk? I like the harp, maybe that was what it meant? XD

but yeah We be continuing a short 2hr stream of silksong before I have to be an adult and head into work XD

www.twitch.tv/theemptyones",1,5,2025-10-14T14:56:20.284Z
at://did:plc:yc6aq6osc5g4bbn2d2pfthsk/app.bsky.feed.post/3m35wcccpr22z,koilarist.bsky.social,"Hi #PortfolioDay! 🧡

I'm Koil. I love the grim, the dark, the little-bit-weird, & I'm releasing a comic following these lines! Daisy May Die is about a devout mother’s suffocating control - and the grisly cost of escaping it.

 ↳🟠 Comic: daisy-may-die.the-comic.org
 ↳⛓  Links: koilarist.carrd.co",8,14,2025-10-14T14:18:55.587Z
at://did:plc:bsywybt7wjl3qqfvhru7v4dh/app.bsky.feed.post/3m35vukpyyk2k,hazelthemage.bsky.social,"I need my silk song any % content and my random videos of portable consoles and my James channel, garbage time, and dank pods :3 
Also taskmaster",0,6,2025-10-14T14:11:16.225Z
at://did:plc:kysoc5p6pl2bozcsfphoya24/app.bsky.feed.post/3m35rtpjtlc25,henshinjikun.bsky.social,"Caramba! 
Eu tô jogando (e amando) silent hill f, mas foi só eu dar uma parada nesse jogo pra voltar a jogar sill song, quando foi silk song q me deu um susto inesperado q me deixou com medo de verdade",0,5,2025-10-14T12:59:12.746Z
at://did:plc:5kv5sl6kqlrtvxq427nkhio4/app.bsky.feed.post/3m35bwe46cc2y,bumblingbard42.bsky.social,Is that the mask from hornet in silk song?,0,1,2025-10-14T08:14:21.558Z
at://did:plc:iaotnc534y6mjgktumhxpelc/app.bsky.feed.post/3m35alvlhds2g,darksouls2.bsky.social,"I played hollow knight all the way through for the first time recently and I DID enjoy it but holy shit. I feel like it dragged on Way too long, and hearing that silk song is even longer makes me have 0 desire to actually play it",0,2,2025-10-14T07:50:37.044Z
at://did:plc:iaqpxixjimf44ejp4m5543tu/app.bsky.feed.post/3m353ty4axc2w,rushpirate1.bsky.social,"A very frustrating time in Silk Song but progress! It was slow going but as irritated as i was, i had a good time with it! thanks for being there and hanging out through it! We sailed to @neonarcade.bsky.social for some Ghouls and Ghosts!",0,1,2025-10-14T06:25:39.417Z
at://did:plc:3d6mxbaqphx5zmzhmslrajrd/app.bsky.feed.post/3m34ziambuk24,mo.seeks.quest,"Introduce yourself using only one food you refuse to eat, one movie you’ll never watch again, and one song you can’t stand.

Food: ANYTHING with bugs in it... silk worm, ants, grasshoppers--yeah, no

Movie: The Lighthouse by Robert Eggers

Song: Stupid Hoe by Nicki Minaj",0,7,2025-10-14T05:43:18.195Z
at://did:plc:spvddpsb5op7njpykba4kssx/app.bsky.feed.post/3m34v7brfkc2a,anniemae04.bsky.social,"i got so good at silk song, replaying hollow knight is a breeze. I'm already at the city which I'm sure I accidentally ended up in the spider den before i got there last time",0,0,2025-10-14T04:26:42.453Z
at://did:plc:sk4jz7tnsk2ppwlwqvpxztpi/app.bsky.feed.post/3m34pqotovk2k,xylarovas.bsky.social,I am thoroughly enjoying Hollow Knight: Silk Song. The boss fights ARE challenging but nothing compares to the satisfaction of defeating a boss after learning their attack patterns.,0,0,2025-10-14T02:49:04.134Z
at://did:plc:t5vxyhuin576wgvbasfogjyi/app.bsky.feed.post/3m34mqubczk2y,maplemash.bsky.social,"HEY! ITS THAT TIME ONCE AGAIN :3
TIME TO SILK AND SONG
Time to get.... lost yet again :3
www.twitch.tv/maplemashed",0,18,2025-10-14T01:55:28.583Z
at://did:plc:vcu3nmx6aur5uphs42vycfaj/app.bsky.feed.post/3m34hue7uqk2m,fastkidpunk.bsky.social,Silk song! My kid is grinding on this,0,0,2025-10-14T00:27:57.282Z
at://did:plc:wrfetn4xgz2jsnrlkvdcwmip/app.bsky.feed.post/3m34gea7kzc2n,phorrums.bsky.social,"Feels bad to not have any more than unfinished low-effort doodles lately. Get an idea going and there's always something that's kind of a roadblock to getting it done at all.

Also sometimes just trying to get a shape out of my head (to see how bad it is usually) #Art",0,3,2025-10-14T00:01:02.441Z
at://did:plc:ewpbx3cvbhdi4v56bnmjwbbg/app.bsky.feed.post/3m34cvqtjgk2w,zeakthehusky.bsky.social,"I’m making dinner and am gonna stream! I need more silk song~
Should be live within the next hour!",0,3,2025-10-13T22:59:15.355Z
at://did:plc:he4a2f5ducnmhaekrkgtdyvd/app.bsky.feed.post/3m34cnrarpc2a,jyoungman.bsky.social,"This has been the most delightful part of Silk Song for me (rot13 to avoid spoilers)

Cynlvat qhrgf jvgu Furezn

Such a small thing, but it shows that they were paying attention to the little things",0,0,2025-10-13T22:54:47.353Z
at://did:plc:h2go4atbpgzfv6e3ua5carux/app.bsky.feed.post/3m34azt4ff225,foxtrot68.bsky.social,"the entirety of hollow knight the silk song 2025 is that ""that's a lotta damage"" meme",1,5,2025-10-13T22:25:44.477Z
at://did:plc:gjp356q72bj6teb6wtqundgw/app.bsky.feed.post/3m34aqrimzk2l,akiracafe.bsky.social,"Finishing Hollow Knight and Starting SILK SONG (totally not a month late)
www.twitch.tv/akira_cafe",0,1,2025-10-13T22:20:40.791Z
